Year,Wr
1992,71.29423914
1992,75.75012909
1992,80.20601904
1992,86.88985396
1992,91.3457439
1992,93.57368888
1992,98.02957882
1992,98.02957882
1992,98.02957882
1992,102.4854688
1992,69.79031994
1992,80.69505743
1992,87.23789992
1992,87.23789992
1992,89.41884742
1992,89.41884742
1992,91.59979492
1992,95.96168992
1992,98.14263741
1992,104.6854799
1992,76.86863679
1992,76.86863679
1992,76.86863679
1992,81.13911661
1992,85.40959643
1992,85.40959643
1992,87.54483634
1992,87.54483634
1992,79.44959145
1992,79.44959145
1992,81.54037018
1992,81.54037018
1992,87.81270634
1992,94.08504251
1992,104.5389361
1992,104.5389361
1992,67.56823193
1992,69.61575411
1992,77.80584282
1992,79.853365
1992,79.853365
1992,81.90088718
1992,83.94840936
1992,90.0909759
1992,90.0909759
1992,98.28106462
1992,78.21177718
1992,80.21720737
1992,82.22263755
1992,82.22263755
1992,82.22263755
1992,82.22263755
1992,84.22806773
1992,84.22806773
1992,86.23349792
1992,88.2389281
1992,88.2389281
1992,88.2389281
1992,94.25521866
1992,96.26064884
1992,96.26064884
1992,80.54303294
1992,82.50749716
1992,82.50749716
1992,110.0099962
1992,61.58679268
1992,75.05890358
1992,76.98349085
1992,80.83266539
1992,80.83266539
1992,92.38018902
1992,94.30477629
1992,111.6260617
1992,67.88749584
1992,82.97360603
1992,82.97360603
1992,82.97360603
1992,86.74513358
1992,86.74513358
1992,90.51666113
1992,94.28818867
1992,98.05971622
1992,90.55001697
1992,99.78981462
1992,76.06794973
1992,81.50137471
1992,83.31251637
1992,86.93479969
1992,86.93479969
1992,90.55708301
1992,92.36822467
1992,97.80164965
1992,69.23586302
1992,78.11225572
1992,79.88753426
1992,81.6628128
1992,86.98864842
1992,71.35392943
1992,73.09426917
1992,76.57494865
1992,80.05562814
1992,66.54554371
1992,71.66443169
1992,75.07702368
1992,75.07702368
1992,75.07702368
1992,76.78331967
1992,80.19591165
1992,81.90220765
1992,83.60850364
1992,85.31479963
1992,95.55257559
1992,102.3777596
1992,70.27100271
1992,73.61724093
1992,75.29036004
1992,83.6559556
1992,87.00219383
1992,87.00219383
1992,75.47597072
1992,78.75753466
1992,78.75753466
1992,85.32066255
1992,85.32066255
1992,86.96144452
1992,91.88379044
1992,91.88379044
1992,98.44691833
1992,67.58885489
1992,78.85366404
1992,78.85366404
1992,82.07218094
1992,83.68143939
1992,86.89995629
1992,86.89995629
1992,90.11847319
1992,90.11847319
1992,90.11847319
1992,90.11847319
1992,91.72773164
1992,96.55550699
1992,99.77402389
1992,71.03355231
1992,71.03355231
1992,75.76912246
1992,77.34764585
1992,80.50469262
1992,80.50469262
1992,82.083216
1992,85.24026277
1992,86.81878616
1992,88.39730954
1992,89.97583293
1992,94.71140308
1992,80.52473193
1992,86.71894208
1992,91.36459969
1992,85.08206284
1992,88.12070794
1992,67.08649112
1992,73.04973478
1992,80.50378934
1992,80.50378934
1992,87.95784391
1992,95.41189848
1992,76.07578811
1992,76.07578811
1992,79.00177996
1992,81.92777181
1992,81.92777181
1992,81.92777181
1992,81.92777181
1992,84.85376366
1992,87.77975551
1992,99.48372291
1992,83.27968627
1992,69.05927394
1992,69.05927394
1992,69.05927394
1992,70.46864688
1992,73.28739276
1992,74.69676569
1992,80.33425745
1992,84.56237626
1992,102.8842244
1992,69.17626459
1992,77.47741634
1992,83.01151751
1992,69.27304196
1992,70.6313369
1992,81.49769642
1992,84.2142863
1992,84.2142863
1992,86.93087618
1992,88.28917113
1992,91.00576101
1992,74.68517048
1992,80.01982551
1992,81.35348927
1992,85.35448055
1992,85.35448055
1992,86.6881443
1992,86.6881443
1992,74.64801234
1992,79.88646935
1992,64.3064765
1992,78.45390134
1992,76.92896556
1992,88.09607347
1992,89.33686323
1992,75.57203313
1992,78.00984065
1992,78.00984065
1992,82.88545569
1992,88.9799745
1992,88.9799745
1992,76.64131614
1992,77.83883671
1992,79.03635727
1992,82.62891896
1992,71.77418449
1992,72.95081047
1992,75.30406242
1992,77.65731437
1992,95.306704
1992,86.35485961
1992,72.4459451
1992,85.61793512
1992,79.26396919
1992,79.26396919
1992,73.83623234
1992,82.04025815
1992,70.41395867
1992,71.40570457
1992,75.37268816
1992,81.32316354
1992,95.20760609
1992,79.98380446
1992,79.98380446
1992,67.16003743
1992,74.83547028
1992,82.51090313
1992,77.39055156
1992,79.27812599
1992,83.05327485
1992,64.99343272
1992,75.20668644
1992,76.13516405
1992,70.5017822
1992,73.11295932
1992,71.95601168
1992,76.23910761
1992,83.94868029
1992,79.67209952
1992,87.14135885
1992,73.19091499
1992,81.08879284
1992,79.84817921
1992,78.63230538
1992,75.9513226
1992,95.33520223
1992,83.52254115
1992,74.74443107
1992,92.95943302
1992,78.92835554
1992,80.03565171
1992,56.58290424
2002,75.9001282
2002,75.9001282
2002,75.9001282
2002,75.9001282
2002,75.9001282
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,84.33347578
2002,92.76682335
2002,92.76682335
2002,151.8002564
2002,73.4995148
2002,89.83274031
2002,89.83274031
2002,97.99935306
2002,71.19737055
2002,79.1081895
2002,79.1081895
2002,79.1081895
2002,87.01900845
2002,87.01900845
2002,94.9298274
2002,94.9298274
2002,94.9298274
2002,142.3947411
2002,68.98874961
2002,76.65416624
2002,76.65416624
2002,76.65416624
2002,76.65416624
2002,84.31958286
2002,84.31958286
2002,84.31958286
2002,84.31958286
2002,91.98499948
2002,91.98499948
2002,91.98499948
2002,91.98499948
2002,107.3158327
2002,74.29888803
2002,74.29888803
2002,81.72877683
2002,81.72877683
2002,81.72877683
2002,81.72877683
2002,81.72877683
2002,81.72877683
2002,81.72877683
2002,89.15866563
2002,89.15866563
2002,89.15866563
2002,89.15866563
2002,133.7379984
2002,72.03748862
2002,79.24123749
2002,79.24123749
2002,79.24123749
2002,79.24123749
2002,79.24123749
2002,79.24123749
2002,86.44498635
2002,93.64873521
2002,93.64873521
2002,100.8524841
2002,76.85192325
2002,76.85192325
2002,83.83846173
2002,83.83846173
2002,83.83846173
2002,90.8250002
2002,90.8250002
2002,90.8250002
2002,67.77825729
2002,74.55608302
2002,74.55608302
2002,74.55608302
2002,81.33390874
2002,81.33390874
2002,81.33390874
2002,81.33390874
2002,88.11173447
2002,108.4452117
2002,65.77203357
2002,65.77203357
2002,72.34923693
2002,78.92644028
2002,78.92644028
2002,78.92644028
2002,78.92644028
2002,78.92644028
2002,85.50364364
2002,92.080847
2002,70.22715854
2002,70.22715854
2002,70.22715854
2002,76.61144568
2002,76.61144568
2002,82.99573282
2002,82.99573282
2002,89.38001996
2002,89.38001996
2002,74.38457277
2002,80.58328717
2002,80.58328717
2002,86.78200157
2002,86.78200157
2002,86.78200157
2002,86.78200157
2002,72.24171119
2002,72.24171119
2002,78.26185379
2002,78.26185379
2002,84.28199639
2002,84.28199639
2002,90.30213899
2002,90.30213899
2002,96.32228159
2002,70.17897694
2002,76.02722502
2002,76.02722502
2002,76.02722502
2002,76.02722502
2002,81.87547309
2002,81.87547309
2002,81.87547309
2002,81.87547309
2002,87.72372117
2002,87.72372117
2002,85.24087255
2002,66.27940121
2002,71.80268465
2002,71.80268465
2002,77.32596808
2002,82.84925152
2002,82.84925152
2002,99.41910182
2002,64.43579953
2002,75.17509946
2002,75.17509946
2002,75.17509946
2002,80.54474942
2002,80.54474942
2002,80.54474942
2002,80.54474942
2002,85.91439938
2002,85.91439938
2002,67.88034596
2002,73.10191104
2002,78.32347611
2002,83.54504119
2002,83.54504119
2002,83.54504119
2002,88.76660626
2002,88.76660626
2002,71.10296353
2002,71.10296353
2002,76.18174664
2002,76.18174664
2002,76.18174664
2002,81.26052975
2002,81.26052975
2002,81.26052975
2002,86.33931286
2002,74.11606874
2002,74.11606874
2002,74.11606874
2002,74.11606874
2002,79.05713999
2002,79.05713999
2002,79.05713999
2002,72.12313129
2002,72.12313129
2002,76.93134005
2002,76.93134005
2002,76.93134005
2002,76.93134005
2002,81.7395488
2002,91.3559663
2002,70.19979345
2002,74.87977968
2002,74.87977968
2002,74.87977968
2002,84.23975214
2002,84.23975214
2002,72.89927959
2002,77.45548457
2002,77.45548457
2002,82.01168954
2002,70.98682132
2002,75.42349765
2002,75.42349765
2002,75.42349765
2002,73.46075904
2002,77.78198016
2002,79.98371241
2002,79.98371241
2002,69.73159183
2002,73.83345017
2002,77.93530851
2002,77.93530851
2002,71.95743008
2002,75.95506509
2002,79.95270009
2002,74.04019984
2002,81.83390508
2002,93.52446295
2002,72.18806471
2002,75.98743654
2002,66.69107852
2002,70.39613844
2002,70.39613844
2002,74.10119836
2002,77.80625827
2002,77.80625827
2002,77.80625827
2002,65.04822903
2002,68.66201953
2002,75.88960053
2002,79.50339103
2002,86.73097203
2002,66.98341973
2002,66.98341973
2002,70.50886288
2002,70.50886288
2002,74.03430602
2002,65.35815789
2002,72.23796398
2002,75.67786703
2002,79.11777007
2002,73.85533638
2002,73.85533638
2002,77.21239712
2002,77.21239712
2002,77.21239712
2002,77.21239712
2002,83.92651861
2002,52.42898909
2002,62.25942454
2002,62.25942454
2002,65.53623636
2002,68.81304818
2002,68.81304818
2002,68.81304818
2002,78.64348363
2002,67.18018918
2002,67.18018918
2002,73.57830244
2002,76.77735906
2002,68.72140133
2002,68.72140133
2002,68.72140133
2002,74.96880145
2002,84.33990163
2002,54.91172327
2002,67.11432844
2002,67.11432844
2002,67.11432844
2002,70.16497973
2002,70.16497973
2002,70.16497973
2002,73.21563103
2002,76.26628232
2002,76.26628232
2002,79.31693361
2002,79.31693361
2002,79.31693361
2002,79.31693361
2002,82.3675849
2002,59.59647138
2002,65.55611852
2002,65.55611852
2002,65.55611852
2002,65.55611852
2002,71.51576566
2002,77.4754128
2002,83.43505994
2002,52.40041183
2002,61.13381381
2002,66.95608179
2002,66.95608179
2002,69.86721578
2002,72.77834977
2002,72.77834977
2002,72.77834977
2002,72.77834977
2002,75.68948376
2002,78.60061775
2002,78.60061775
2002,78.60061775
2002,87.33401972
2002,59.73456969
2002,62.57907301
2002,68.26807964
2002,71.11258296
2002,71.11258296
2002,73.95708628
2002,73.95708628
2002,79.64609292
2002,82.49059623
2002,66.71653887
2002,66.71653887
2002,66.71653887
2002,69.49639466
2002,75.05610623
2002,75.05610623
2002,77.83596202
2002,86.17552938
2002,86.17552938
2002,62.49373531
2002,70.64509209
2002,70.64509209
2002,70.64509209
2002,70.64509209
2002,70.64509209
2002,73.36221102
2002,81.5135678
2002,61.0931383
2002,63.7493617
2002,63.7493617
2002,63.7493617
2002,66.40558511
2002,69.06180851
2002,69.06180851
2002,69.06180851
2002,71.71803191
2002,71.71803191
2002,77.03047872
2002,79.68670213
2002,82.34292553
2002,84.99914894
2002,57.13626293
2002,64.92757151
2002,67.52467437
2002,67.52467437
2002,67.52467437
2002,67.52467437
2002,70.12177723
2002,70.12177723
2002,70.12177723
2002,72.71888009
2002,72.71888009
2002,72.71888009
2002,75.31598295
2002,77.91308581
2002,80.51018867
2002,80.51018867
2002,80.51018867
2002,85.70439439
2002,63.49234413
2002,66.03203789
2002,66.03203789
2002,66.03203789
2002,71.11142542
2002,71.11142542
2002,71.11142542
2002,71.11142542
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,73.65111919
2002,76.19081295
2002,76.19081295
2002,78.73050672
2002,81.27020048
2002,54.64657615
2002,59.61444671
2002,64.58231726
2002,64.58231726
2002,67.06625254
2002,69.55018782
2002,69.55018782
2002,72.0341231
2002,72.0341231
2002,74.51805838
2002,77.00199366
2002,77.00199366
2002,79.48592894
2002,81.96986422
2002,84.4537995
2002,63.17399719
2002,68.03353543
2002,70.46330456
2002,70.46330456
2002,70.46330456
2002,70.46330456
2002,72.89307368
2002,72.89307368
2002,72.89307368
2002,72.89307368
2002,72.89307368
2002,72.89307368
2002,75.3228428
2002,77.75261192
2002,77.75261192
2002,77.75261192
2002,80.18238105
2002,82.61215017
2002,59.42848622
2002,61.80562567
2002,61.80562567
2002,66.55990457
2002,66.55990457
2002,71.31418347
2002,71.31418347
2002,71.31418347
2002,71.31418347
2002,71.31418347
2002,71.31418347
2002,73.69132292
2002,73.69132292
2002,76.06846237
2002,76.06846237
2002,76.06846237
2002,80.82274126
2002,80.82274126
2002,80.82274126
2002,80.82274126
2002,83.19988071
2002,83.19988071
2002,85.57702016
2002,55.82382553
2002,62.80180372
2002,62.80180372
2002,62.80180372
2002,62.80180372
2002,62.80180372
2002,62.80180372
2002,67.45378918
2002,69.77978191
2002,69.77978191
2002,72.10577464
2002,74.43176737
2002,74.43176737
2002,74.43176737
2002,76.7577601
2002,79.08375283
2002,79.08375283
2002,79.08375283
2002,79.08375283
2002,83.73573829
2002,86.06173102
2002,86.06173102
2002,54.63066348
2002,59.18321877
2002,61.45949641
2002,66.0120517
2002,68.28832935
2002,68.28832935
2002,68.28832935
2002,70.56460699
2002,70.56460699
2002,70.56460699
2002,72.84088464
2002,75.11716228
2002,77.39343993
2002,77.39343993
2002,88.77482815
2002,57.9265693
2002,57.9265693
2002,62.38245925
2002,66.8383492
2002,66.8383492
2002,69.06629417
2002,69.06629417
2002,69.06629417
2002,71.29423914
2002,71.29423914
2002,71.29423914
2002,73.52218412
2002,75.75012909
2002,75.75012909
2002,80.20601904
2002,80.20601904
2002,80.20601904
2002,84.66190898
2002,86.88985396
2002,47.98084496
2002,61.06652995
2002,61.06652995
2002,63.24747744
2002,63.24747744
2002,65.42842494
2002,65.42842494
2002,65.42842494
2002,65.42842494
2002,65.42842494
2002,67.60937244
2002,67.60937244
2002,67.60937244
2002,67.60937244
2002,67.60937244
2002,67.60937244
2002,69.79031994
2002,69.79031994
2002,69.79031994
2002,69.79031994
2002,69.79031994
2002,71.97126744
2002,71.97126744
2002,76.33316243
2002,76.33316243
2002,76.33316243
2002,76.33316243
2002,76.33316243
2002,78.51410993
2002,82.87600493
2002,55.51623768
2002,59.7867175
2002,61.92195741
2002,61.92195741
2002,66.19243723
2002,66.19243723
2002,68.32767714
2002,68.32767714
2002,70.46291706
2002,72.59815697
2002,72.59815697
2002,72.59815697
2002,72.59815697
2002,72.59815697
2002,74.73339688
2002,74.73339688
2002,74.73339688
2002,76.86863679
2002,76.86863679
2002,79.0038767
2002,79.0038767
2002,79.0038767
2002,79.0038767
2002,58.54180423
2002,58.54180423
2002,60.63258295
2002,60.63258295
2002,60.63258295
2002,66.90491912
2002,66.90491912
2002,68.99569784
2002,68.99569784
2002,68.99569784
2002,71.08647656
2002,71.08647656
2002,71.08647656
2002,71.08647656
2002,73.17725529
2002,73.17725529
2002,73.17725529
2002,75.26803401
2002,77.35881273
2002,77.35881273
2002,81.54037018
2002,63.47318757
2002,63.47318757
2002,63.47318757
2002,65.52070975
2002,65.52070975
2002,65.52070975
2002,67.56823193
2002,67.56823193
2002,69.61575411
2002,69.61575411
2002,69.61575411
2002,69.61575411
2002,69.61575411
2002,71.66327629
2002,71.66327629
2002,75.75832064
2002,75.75832064
2002,75.75832064
2002,75.75832064
2002,75.75832064
2002,75.75832064
2002,77.80584282
2002,77.80584282
2002,79.853365
2002,79.853365
2002,50.1357546
2002,52.14118479
2002,62.16833571
2002,64.17376589
2002,66.17919608
2002,66.17919608
2002,68.18462626
2002,68.18462626
2002,68.18462626
2002,68.18462626
2002,70.19005645
2002,70.19005645
2002,72.19548663
2002,72.19548663
2002,72.19548663
2002,76.206347
2002,76.206347
2002,78.21177718
2002,78.21177718
2002,80.21720737
2002,80.21720737
2002,80.21720737
2002,49.11160545
2002,62.86285498
2002,64.8273192
2002,64.8273192
2002,64.8273192
2002,72.68517607
2002,72.68517607
2002,72.68517607
2002,72.68517607
2002,74.64964029
2002,74.64964029
2002,74.64964029
2002,74.64964029
2002,76.6141045
2002,82.50749716
2002,61.58679268
2002,61.58679268
2002,63.51137995
2002,63.51137995
2002,65.43596722
2002,65.43596722
2002,67.36055449
2002,67.36055449
2002,67.36055449
2002,67.36055449
2002,69.28514176
2002,69.28514176
2002,69.28514176
2002,69.28514176
2002,69.28514176
2002,69.28514176
2002,69.28514176
2002,69.28514176
2002,71.20972903
2002,71.20972903
2002,75.05890358
2002,75.05890358
2002,75.05890358
2002,76.98349085
2002,76.98349085
2002,78.90807812
2002,78.90807812
2002,80.83266539
2002,62.23020452
2002,62.23020452
2002,64.1159683
2002,66.00173207
2002,66.00173207
2002,66.00173207
2002,67.88749584
2002,71.65902339
2002,71.65902339
2002,71.65902339
2002,73.54478716
2002,73.54478716
2002,73.54478716
2002,75.43055094
2002,75.43055094
2002,79.20207848
2002,86.74513358
2002,62.83062402
2002,64.67858355
2002,66.52654308
2002,66.52654308
2002,66.52654308
2002,66.52654308
2002,68.37450261
2002,68.37450261
2002,68.37450261
2002,70.22246214
2002,70.22246214
2002,72.07042167
2002,72.07042167
2002,72.07042167
2002,72.07042167
2002,73.9183812
2002,73.9183812
2002,73.9183812
2002,73.9183812
2002,73.9183812
2002,73.9183812
2002,85.00613838
2002,85.00613838
2002,47.08968317
2002,59.76767479
2002,61.57881645
2002,63.38995811
2002,65.20109977
2002,65.20109977
2002,67.01224143
2002,67.01224143
2002,67.01224143
2002,67.01224143
2002,68.82338309
2002,68.82338309
2002,70.63452475
2002,70.63452475
2002,72.44566641
2002,74.25680807
2002,74.25680807
2002,74.25680807
2002,76.06794973
2002,77.87909139
2002,49.70779909
2002,56.80891325
2002,56.80891325
2002,65.68530595
2002,65.68530595
2002,65.68530595
2002,65.68530595
2002,67.46058449
2002,71.01114156
2002,72.7864201
2002,74.56169864
2002,74.56169864
2002,74.56169864
2002,78.11225572
2002,78.11225572
2002,78.11225572
2002,81.6628128
2002,62.65223072
2002,66.1329102
2002,69.61358968
2002,69.61358968
2002,69.61358968
2002,69.61358968
2002,69.61358968
2002,71.35392943
2002,71.35392943
2002,71.35392943
2002,73.09426917
2002,73.09426917
2002,73.09426917
2002,73.09426917
2002,73.09426917
2002,74.83460891
2002,78.31528839
2002,80.05562814
2002,58.01406375
2002,61.42665574
2002,61.42665574
2002,63.13295173
2002,63.13295173
2002,64.83924772
2002,64.83924772
2002,69.9581357
2002,69.9581357
2002,71.66443169
2002,71.66443169
2002,75.07702368
2002,75.07702368
2002,76.78331967
2002,78.48961566
2002,58.55916892
2002,58.55916892
2002,63.57852626
2002,63.57852626
2002,63.57852626
2002,66.92476448
2002,66.92476448
2002,66.92476448
2002,68.59788359
2002,68.59788359
2002,68.59788359
2002,68.59788359
2002,68.59788359
2002,71.94412182
2002,71.94412182
2002,71.94412182
2002,76.96347915
2002,80.30971738
2002,80.30971738
2002,81.98283649
2002,83.6559556
2002,62.34971494
2002,68.91284283
2002,68.91284283
2002,68.91284283
2002,68.91284283
2002,68.91284283
2002,72.19440677
2002,72.19440677
2002,73.83518875
2002,73.83518875
2002,73.83518875
2002,75.47597072
2002,78.75753466
2002,78.75753466
2002,57.9333042
2002,59.54256265
2002,61.15182109
2002,61.15182109
2002,61.15182109
2002,62.76107954
2002,64.37033799
2002,65.97959644
2002,67.58885489
2002,67.58885489
2002,67.58885489
2002,67.58885489
2002,69.19811334
2002,69.19811334
2002,70.80737179
2002,70.80737179
2002,72.41663024
2002,72.41663024
2002,74.02588869
2002,74.02588869
2002,75.63514714
